"Date","Wind Speed(mph)","Wind Dir","Gust Speed(mph)","Gust Dir","Visibility(miles)","Air Temp(°F)","Relative Humidity(%)","Dew Point(°F)","Rain?(y/n)","Rain Rate(in/hr)"
"2018/11/30 01:35 pm","11.6","WSW","18.6","W","","40.8","80","35.1","No","0"
"2018/11/30 01:30 pm","11.6","WSW","18.6","W","","40.8","80","35.1","No","0"
"2018/11/30 01:25 pm","10.1","WSW","18.6","W","","40.3","82","35.1","No","0"
"2018/11/30 01:20 pm","7.4","WSW","15.9","W","","40.6","81","35.2","No","0"
"2018/11/30 01:15 pm","10.1","WSW","17.2","WSW","","41.2","82","36","No","0"
"2018/11/30 01:10 pm","10.1","WSW","17.2","WSW","","41.2","82","36","No","0"
"2018/11/30 01:05 pm","7.4","W","17.2","WSW","","41.2","83","36.3","No","0"
"2018/11/30 01:00 pm","8.1","WSW","15","SW","","41.2","80","35.4","No","0"
"2018/11/30 12:55 pm","6.9","W","19.7","WSW","","41.2","82","36.1","No","0"
"2018/11/30 12:50 pm","6.9","W","17.45","WSW","","40.9","83","36.1","No","0"
"2018/11/30 12:45 pm","6.9","W","15.2","WSW","","40.6","84","36.1","No","0"
"2018/11/30 12:40 pm","5.4","WSW","14.3","SW","","40.5","82","35.2","No","0"
"2018/11/30 12:35 pm","6.3","W","14.3","SW","","40.1","84","35.4","No","0"
"2018/11/30 12:30 pm","7.4","W","14.3","SW","","40","84.5","35.6","No","0"
"2018/11/30 12:25 pm","8.5","WSW","14.3","SW","","39.9","85","35.8","No","0"
"2018/11/30 12:20 pm","7.8","W","12.3","WSW","","39.9","84","35.4","No","0"
"2018/11/30 12:15 pm","6.9","W","13","WSW","","40.5","81","34.9","No","0"
"2018/11/30 12:10 pm","8.9","WSW","13","WSW","","40.6","82","35.2","No","0"
"2018/11/30 12:05 pm","6","W","15.9","WSW","","40.5","85","36.3","No","0"
"2018/11/30 12:00 pm","9.2","WSW","15.9","WSW","","40.6","78","34.2","No","0"
"2018/11/30 11:55 am","8.5","W","19","WSW","","41","81","35.6","No","0"
"2018/11/30 11:50 am","8.5","W","19","WSW","","41","81","35.6","No","0"
"2018/11/30 11:45 am","9.4","WSW","19","WSW","","41","82","36","No","0"
"2018/11/30 11:40 am","12.8","WSW","19.5","WSW","","40.8","80","35.2","No","0"
"2018/11/30 11:35 am","12.5","WSW","19.5","WSW","","40.3","88","36.7","No","0"
"2018/11/30 11:30 am","8.9","W","19","WSW","","40.1","87","36.3","No","0"
"2018/11/30 11:25 am","12.1","SW","18.1","SW","","41.2","80","35.4","No","0"
"2018/11/30 11:20 am","8.7","WSW","19.7","WSW","","40.6","83","36","No","0"
"2018/11/30 11:15 am","8.7","WSW","19.7","WSW","","40.6","83","36","No","0"
"2018/11/30 11:10 am","13.9","WSW","19.7","WSW","","40.5","84","35.8","No","0"
"2018/11/30 11:05 am","9.8","WSW","18.1","W","","39.7","87","36.1","No","0"
